Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Bachelors,2015,Pune,3,30,Female,No,-250,1
Bachelors,2015,Pune,2,29,Female,No,238,1
,2018,Pune,3,26,Male,No,4,1
Masters,2013,Bangalore,2,29,Female,No,2,1
Bachelors,2014,Bangalore,1,28,Male,No,2,1
incorrect_value,2015,Bangalore,3,30,Male,incorrect_value,1,0
Bachelors,2015,Pune,2,27,Female,,5,1
Bachelors,2014,Bangalore,3,28,Female,Yes,1,0
Masters,2015,New Delhi,-511,27,Male,No,5,0
Masters,2017,New Delhi,2,26,Male,No,4,1
Bachelors,2018,Bangalore,931,28,Male,No,1,1
Bachelors,2015,incorrect_value,3,28,Female,incorrect_value,2,0
Bachelors,621,Bangalore,3,27,,No,5,0
,2013,incorrect_value,1,26,Female,No,4,1
Masters,2017,New Delhi,900,30,Male,,2,0
Bachelors,2015,Bangalore,3,28,Female,No,1,0
Bachelors,2013,Bangalore,3,27,Male,Yes,5,0
Bachelors,2012,Bangalore,3,26,Male,No,4,1
Bachelors,2018,Bangalore,3,28,Male,No,2,1
Masters,2017,New Delhi,2,28,Male,incorrect_value,2,0
Bachelors,2015,Bangalore,257,29,Male,No,2,0
,2012,New Delhi,3,30,Male,No,1,1
Masters,2016,Pune,3,30,Male,No,132,0
Bachelors,2014,Pune,3,30,Male,No,1,0
Bachelors,2018,Bangalore,3,26,incorrect_value,No,4,848
Masters,2017,Bangalore,-23,26,Male,No,4,-56
Bachelors,2012,New Delhi,3,27,Female,No,5,0
Bachelors,2018,Bangalore,3,26,Female,Yes,4,1
PHD,2014,incorrect_value,3,27,Male,incorrect_value,5,0
Masters,2017,,2,26,Male,Yes,4,1
Bachelors,2013,Bangalore,3,166,Female,No,1,1
Bachelors,2012,Bangalore,3,30,Female,No,-640,0
Masters,2018,,3,26,Male,Yes,4,26
Bachelors,2013,Bangalore,1,28,Female,No,1,-277
Bachelors,2017,Bangalore,3,30,Male,No,1,0
Masters,2017,Pune,2,-687,Female,No,2,1
PHD,615,Bangalore,3,27,Male,No,5,0
Bachelors,2016,New Delhi,3,28,Female,,2,0
Bachelors,2015,Pune,2,-25,Female,No,1,1
Bachelors,2013,Bangalore,3,27,Female,No,737,0
Masters,2014,Pune,3,27,Male,No,5,0
Masters,2017,New Delhi,2,26,Female,Yes,4,1
Masters,2017,New Delhi,2,30,Female,No,1,0
Masters,2018,New Delhi,3,27,Female,No,5,1
Bachelors,2017,,2,29,Male,No,1,0
Masters,2014,,1,29,Male,No,1,0
Bachelors,2015,Pune,2,30,Female,No,2,1
Bachelors,2014,incorrect_value,3,30,Male,No,2,1
Masters,2018,New Delhi,-765,30,Female,No,2,0
Bachelors,2017,Bangalore,3,29,Male,No,1,0
Bachelors,2016,Pune,3,-265,Male,No,2,0
Bachelors,2018,Bangalore,3,26,Female,No,4,1
Bachelors,2014,Bangalore,1,28,,,2,0
Masters,2017,New Delhi,2,29,Female,No,2,0
incorrect_value,2013,New Delhi,3,26,Male,No,4,1
Bachelors,2017,New Delhi,2,28,Female,No,1,0
incorrect_value,2016,Bangalore,3,30,Female,No,540,0
PHD,2015,Pune,3,27,Male,incorrect_value,5,0
Bachelors,2016,Bangalore,3,-506,Male,No,2,0
Bachelors,2014,Pune,2,28,Female,No,2,1
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Masters,2017,New Delhi,2,30,Female,Yes,2,0
PHD,2013,New Delhi,106,30,Female,No,2,0
Bachelors,2015,,3,29,Male,No,545,0
Bachelors,2017,Bangalore,3,28,Male,No,2,0
Bachelors,2015,Bangalore,3,29,Male,No,2,1
Bachelors,2015,Pune,1,26,Female,,4,1
Bachelors,288,incorrect_value,3,28,,No,1,0
Bachelors,2015,Pune,2,29,Female,No,2,-318
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
Masters,2014,Pune,3,30,Male,No,2,0
Masters,2017,Pune,2,30,Male,incorrect_value,2,0
Bachelors,2017,Pune,3,27,Male,No,5,0
,2014,New Delhi,3,28,incorrect_value,Yes,2,0
Bachelors,2014,New Delhi,3,27,Female,No,5,0
Bachelors,2015,Pune,2,29,Female,Yes,1,1
Bachelors,2013,Pune,3,26,Male,incorrect_value,-427,0
Bachelors,2014,incorrect_value,3,30,Male,No,1,0
Bachelors,2013,Pune,2,26,Male,incorrect_value,4,0
Bachelors,2016,Bangalore,3,26,Male,,4,0
Masters,2017,New Delhi,758,319,Female,No,173,0
Masters,2017,New Delhi,2,27,incorrect_value,No,5,1
incorrect_value,2017,Pune,2,29,Female,No,1,187
incorrect_value,2017,New Delhi,2,28,Female,No,1,1
Bachelors,2017,New Delhi,2,26,Male,No,4,0
Bachelors,2014,Bangalore,3,29,Female,No,1,1
Bachelors,2012,Bangalore,3,28,Male,No,1,0
Bachelors,2016,Bangalore,3,27,Male,No,5,0
Bachelors,2012,Bangalore,3,28,Female,No,1,0
Masters,2015,Pune,2,30,,,2,1
Masters,2017,New Delhi,2,28,Male,No,2,0
Masters,2015,Pune,2,29,Female,No,1,0
Masters,2015,incorrect_value,3,-504,Male,No,4,573
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2017,,3,29,Female,No,1,0
Bachelors,349,Bangalore,3,27,Male,,5,0
Bachelors,2014,New Delhi,3,29,Female,incorrect_value,2,0
Bachelors,2017,New Delhi,3,-432,Female,No,5,0
Masters,2017,Pune,2,28,Female,No,2,0
Masters,2013,New Delhi,3,27,Female,No,5,-248
Masters,2017,,3,27,Male,Yes,5,1
incorrect_value,2013,Bangalore,3,30,Male,No,2,0
,-770,Pune,2,127,,Yes,5,1
Bachelors,2014,Bangalore,3,26,Male,No,4,0
Bachelors,2015,Bangalore,2,27,Female,No,5,225
Bachelors,2015,Bangalore,3,30,Male,No,2,1
Masters,2017,Bangalore,2,27,Male,No,5,0
Bachelors,2017,Bangalore,3,30,Male,No,2,1
Bachelors,2016,Pune,2,30,Female,,2,1
Masters,2016,Pune,1,27,Female,incorrect_value,5,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Bangalore,3,27,,No,5,0
Bachelors,2015,Pune,3,757,Female,,2,1
Bachelors,54,New Delhi,3,26,Male,No,4,0
Bachelors,2015,Pune,2,-340,Female,No,2,1
Bachelors,2013,Pune,3,28,,No,2,0
Bachelors,2013,Pune,2,27,incorrect_value,No,5,1
Masters,2014,New Delhi,3,28,Male,No,1,1
Bachelors,2016,New Delhi,3,27,Female,,5,1
Bachelors,2016,New Delhi,3,29,Female,Yes,2,0
Masters,2018,New Delhi,1,-813,Female,No,4,-913
Bachelors,2015,Bangalore,3,27,Female,No,5,0
Bachelors,2013,Pune,2,27,Female,No,5,1
Bachelors,2014,New Delhi,3,28,Female,incorrect_value,2,0
Bachelors,2014,Bangalore,3,27,Male,No,-551,0
Bachelors,2016,Bangalore,3,29,Female,No,1,0
Bachelors,2012,Bangalore,3,561,Female,incorrect_value,1,0
Bachelors,2018,Bangalore,563,29,Male,Yes,2,1
,2012,Pune,3,30,Male,No,1,0
Bachelors,2013,,3,30,Male,Yes,1,1
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Bachelors,2015,New Delhi,3,29,Female,Yes,1,0
Bachelors,2014,Bangalore,3,30,Female,No,1,0
Bachelors,2014,Pune,-750,28,Male,No,594,0
Bachelors,2015,Pune,119,27,Female,No,5,0
Bachelors,2016,Bangalore,3,30,Male,No,1,1
Bachelors,2016,Pune,-367,26,,No,4,1
Bachelors,2018,New Delhi,3,27,Female,Yes,5,1
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Masters,2017,New Delhi,2,27,Male,No,5,1
Bachelors,2015,Bangalore,3,26,incorrect_value,No,4,164
Bachelors,2017,Pune,3,26,,No,4,1
Bachelors,2012,incorrect_value,1,27,Male,incorrect_value,5,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
PHD,2017,incorrect_value,3,28,Female,No,1,0
Bachelors,2015,Pune,3,29,Female,No,1,1
Masters,2014,New Delhi,3,30,Male,Yes,2,-771
Bachelors,2013,incorrect_value,3,26,Male,No,4,0
,-477,Bangalore,3,27,Male,No,5,0
Bachelors,2015,Pune,876,911,Male,No,1,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,-45,New Delhi,3,26,Male,No,4,0
Masters,2012,New Delhi,3,30,Male,No,879,218
PHD,2013,New Delhi,3,-128,Male,,5,0
Bachelors,2012,incorrect_value,3,27,,,833,0
Bachelors,2018,Bangalore,3,30,,Yes,1,1
incorrect_value,2012,Bangalore,3,26,,No,4,0
Masters,2017,New Delhi,3,29,Female,No,2,330
Bachelors,2014,Bangalore,3,29,Male,No,2,-847
Bachelors,2017,New Delhi,3,28,Male,No,-49,0
Bachelors,2015,Pune,2,26,,No,4,1
Bachelors,2018,Bangalore,3,27,Female,No,5,1
Bachelors,2014,Bangalore,1,28,,No,1,0
Bachelors,2016,Bangalore,3,28,Male,No,1,0
Bachelors,2014,Pune,-76,26,Male,No,4,0
Bachelors,2012,Pune,3,26,Male,No,-140,0
Bachelors,2015,Bangalore,3,28,Male,No,2,439
Bachelors,2014,Bangalore,-718,28,incorrect_value,No,1,0
Bachelors,2016,Bangalore,3,27,Male,No,5,0
PHD,2012,incorrect_value,1,272,Female,No,2,0
Bachelors,2013,Bangalore,3,30,Female,No,2,1
Bachelors,2016,Bangalore,3,26,Male,No,72,828
Bachelors,2014,Pune,3,28,Male,No,1,0
Masters,2013,incorrect_value,2,26,Male,No,4,1
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2013,Pune,3,27,Female,No,5,0
PHD,2015,New Delhi,3,28,Male,No,2,0
Masters,2017,Pune,2,28,Male,No,2,0
Bachelors,2014,Pune,3,28,Male,No,4,-122
Bachelors,2016,Bangalore,3,29,Female,No,1,1
Bachelors,2017,Bangalore,-915,26,Female,No,-360,1
Bachelors,2015,Bangalore,3,30,Male,No,0,0
Masters,2012,,-420,30,Male,No,2,0
incorrect_value,2012,Bangalore,1,30,,No,0,0
Bachelors,2014,New Delhi,3,27,Female,No,902,0
Bachelors,2017,New Delhi,2,28,Female,No,0,0
incorrect_value,2012,Pune,3,26,Male,No,4,796
Bachelors,2015,Pune,3,29,incorrect_value,No,3,121
Masters,2017,Pune,2,30,Male,No,0,1
Bachelors,2013,New Delhi,3,26,Male,No,4,0
Masters,2014,Pune,3,30,,No,0,-752
Bachelors,2013,Pune,-248,29,Male,Yes,346,0
Bachelors,2017,Bangalore,3,28,Male,No,3,0
Masters,2018,New Delhi,3,27,Male,Yes,5,1
Masters,2017,New Delhi,2,26,Female,Yes,4,1
Bachelors,2012,Bangalore,3,30,Female,No,0,-585
Bachelors,2012,Bangalore,3,29,,No,4,0
Bachelors,2014,Bangalore,641,29,Male,No,1,0
Bachelors,2016,,3,27,,No,5,0
Bachelors,2015,Bangalore,3,28,Male,Yes,4,0
Bachelors,2014,Bangalore,3,652,Male,No,775,0
Bachelors,2016,Pune,3,29,Male,No,5,0
,2014,Bangalore,3,29,,incorrect_value,753,900
Masters,2013,,66,30,Male,No,5,1
Bachelors,2017,New Delhi,3,30,Female,Yes,3,0
Bachelors,2014,Bangalore,3,27,Male,No,5,0
PHD,2015,Pune,2,30,Female,No,4,0
Masters,2014,incorrect_value,3,30,Male,No,-280,1
Masters,2017,New Delhi,2,27,Male,No,5,934
Bachelors,2013,Pune,-591,-846,incorrect_value,No,731,-829
,2017,Pune,2,30,Male,No,0,0
Masters,2017,New Delhi,2,29,Female,No,2,0
Masters,2017,New Delhi,2,29,Male,No,2,0
Bachelors,2014,Bangalore,1,27,Male,No,5,1
Bachelors,2012,Bangalore,-59,27,Female,No,5,0
Bachelors,2017,,3,27,Male,No,5,0
Masters,2018,New Delhi,3,30,Female,No,4,-405
Bachelors,2015,Bangalore,3,29,Female,,1,0
Bachelors,2014,Pune,3,26,Female,No,723,1
incorrect_value,2016,Pune,3,28,Male,No,2,0
Bachelors,-54,New Delhi,3,28,Female,incorrect_value,443,0
Bachelors,2015,Bangalore,3,30,Male,No,0,0
,2014,Bangalore,3,28,Female,No,3,0
,2017,Bangalore,3,28,Male,No,4,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2015,Bangalore,-70,28,incorrect_value,No,0,0
Bachelors,2015,Pune,2,28,Female,No,2,1
Masters,2013,Pune,-455,27,Female,Yes,5,1
Bachelors,2016,Bangalore,3,27,Male,No,-125,1
Bachelors,2012,Pune,3,29,Male,No,1,0
incorrect_value,2015,Pune,2,28,Female,No,0,1
Bachelors,2018,Pune,3,30,Male,incorrect_value,3,1
Bachelors,2016,Bangalore,3,29,Male,No,5,0
incorrect_value,2013,New Delhi,2,27,Female,No,5,1
Masters,2017,New Delhi,2,-599,Male,No,345,0
Bachelors,2012,incorrect_value,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,30,Male,,2,617
Bachelors,2017,New Delhi,2,29,Male,No,3,1
Bachelors,2017,Pune,2,28,Male,No,-484,0
Bachelors,2013,Bangalore,3,-180,incorrect_value,No,5,0
Bachelors,2013,Bangalore,3,29,Male,Yes,4,0
Bachelors,2013,Bangalore,3,-585,Male,No,5,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,-639,Pune,2,26,Female,No,4,-496
Bachelors,2012,,3,29,Male,Yes,2,1
Masters,2015,Bangalore,3,28,Male,incorrect_value,0,1
Bachelors,2014,New Delhi,3,29,Female,No,2,0
Masters,2015,Pune,3,29,Female,No,4,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Bachelors,2013,,3,27,Female,No,5,1
Bachelors,2017,Bangalore,3,30,Male,No,1,1
Masters,2014,Pune,3,-20,Male,No,2,0
Bachelors,2015,New Delhi,3,28,Female,No,4,0
incorrect_value,2013,Bangalore,3,26,Female,No,4,-512
Bachelors,2014,Bangalore,3,28,Male,No,5,0
Bachelors,2017,Bangalore,1,28,Female,No,0,1
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0
Bachelors,2013,Bangalore,3,28,Male,No,5,0
Masters,2013,New Delhi,3,30,Male,No,2,1
incorrect_value,2013,New Delhi,191,29,,No,2,1
Bachelors,2017,Bangalore,3,26,Male,No,4,-369
Bachelors,2015,Pune,112,28,,No,3,0
Bachelors,2013,Bangalore,3,29,Male,No,2,0
Masters,2017,New Delhi,2,28,Female,No,-143,0
Masters,2017,New Delhi,2,30,,No,2,0
PHD,2013,New Delhi,3,27,Female,No,5,0
Bachelors,2016,Pune,3,26,Male,,4,-198
Bachelors,2017,New Delhi,80,26,Female,No,4,0
Bachelors,2016,,3,28,Female,No,1,1
Bachelors,2017,Pune,2,27,Female,No,5,1
Bachelors,2012,Bangalore,3,27,Female,No,-704,0
Bachelors,2014,Bangalore,3,26,Male,No,4,1
Bachelors,2016,Bangalore,574,27,Male,,5,0
Bachelors,-983,Bangalore,3,27,Female,No,5,0
incorrect_value,2015,Pune,778,29,Male,No,1,-94
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2012,Bangalore,3,26,Female,No,4,0
Bachelors,2017,Bangalore,-945,27,Male,incorrect_value,701,0
Bachelors,2015,Pune,3,30,Female,No,0,1
Bachelors,2017,Bangalore,3,30,Male,No,3,0
PHD,2012,New Delhi,3,29,Male,No,5,0
Bachelors,2016,Pune,3,-943,Male,No,5,0
Bachelors,2014,Bangalore,3,-150,Female,Yes,4,0
PHD,2014,incorrect_value,3,28,Female,No,0,0
Bachelors,2018,incorrect_value,3,28,Male,No,1,1
Bachelors,2013,New Delhi,3,27,Female,Yes,5,0
incorrect_value,2013,Bangalore,3,28,Male,No,2,0
Bachelors,2018,Bangalore,3,29,Male,No,0,1
Bachelors,2016,Bangalore,3,29,Male,No,3,0
,2018,Pune,3,30,Female,No,2,1
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Pune,3,29,,No,3,0
Bachelors,321,Pune,3,30,Male,No,4,0
Masters,2015,New Delhi,3,29,Male,No,2,0
Bachelors,2018,Pune,3,27,incorrect_value,incorrect_value,5,-35
Bachelors,2016,Bangalore,3,28,Male,No,2,0
Bachelors,2015,Bangalore,3,29,Male,incorrect_value,1,0
Bachelors,2016,Bangalore,779,30,Male,No,0,0
Bachelors,2016,Bangalore,3,28,Female,No,1,0
Bachelors,2017,New Delhi,464,26,,No,4,590
incorrect_value,2014,Pune,2,29,Female,No,1,1
PHD,2013,New Delhi,3,30,Female,No,2,0
Bachelors,2016,Bangalore,861,28,Male,Yes,3,0
Bachelors,2015,Bangalore,3,28,Male,No,1,-811
Bachelors,466,Pune,3,28,Male,No,5,0
Bachelors,2017,Pune,2,28,Female,No,1,967
Bachelors,2015,Bangalore,3,30,Male,No,4,0
Masters,2012,New Delhi,3,27,Male,No,5,0
Masters,2017,New Delhi,3,29,Female,Yes,2,0
Bachelors,2018,New Delhi,3,29,Female,No,2,1
Bachelors,-323,Bangalore,3,29,Male,No,0,1
Bachelors,2012,Bangalore,3,28,,No,0,0
Bachelors,2015,Pune,2,28,Female,No,0,1
Masters,2017,New Delhi,2,27,Female,No,5,1
Bachelors,2018,Pune,3,28,Female,No,5,1
Bachelors,2016,Pune,3,28,,,121,0
Bachelors,2014,Bangalore,1,-786,,No,4,1
Bachelors,2014,incorrect_value,2,29,Female,No,3,1
,2014,Pune,3,26,Male,No,-86,1
Bachelors,2017,Pune,3,27,Male,,5,253
Bachelors,2013,Pune,-42,30,Male,No,4,1
,2015,Bangalore,3,30,Male,No,3,0
Bachelors,2012,Bangalore,3,849,Male,No,2,1
Bachelors,2014,Pune,3,26,Male,No,4,0
Bachelors,2013,Bangalore,3,26,Female,No,-538,0
Masters,2017,New Delhi,2,30,Female,No,2,16
Bachelors,2012,Pune,3,29,Male,No,0,0
Bachelors,2015,Pune,1,30,Female,No,0,1
Bachelors,2017,Bangalore,3,28,Male,No,3,0
Bachelors,2013,Bangalore,3,-77,Male,No,5,0
Bachelors,2017,Pune,2,30,Female,No,4,1
incorrect_value,2017,Pune,2,309,Male,No,5,0
Bachelors,2014,New Delhi,3,857,Female,No,5,1
Bachelors,2012,Bangalore,3,28,Female,No,2,0
Bachelors,2013,Bangalore,761,29,Female,No,5,-424
Bachelors,2012,Bangalore,867,27,incorrect_value,No,5,1
incorrect_value,2017,incorrect_value,2,28,Female,No,3,1
,2015,Bangalore,1,29,,incorrect_value,4,0
Bachelors,2013,Bangalore,-350,30,Male,No,0,1
PHD,182,Bangalore,3,-379,Male,No,2,1
,2015,Pune,3,28,Female,No,3,1
Bachelors,2015,Bangalore,3,27,Male,No,5,0
Bachelors,2015,Bangalore,3,30,Female,No,3,1
Bachelors,2012,Bangalore,3,29,Male,No,5,0
Bachelors,2012,Bangalore,3,27,Female,No,5,0
Bachelors,2015,Bangalore,3,-221,Female,No,4,0
Bachelors,2016,Pune,3,27,Male,No,5,0
Bachelors,2013,Bangalore,3,27,,No,5,0
Bachelors,2013,Pune,3,28,Male,No,0,0
Bachelors,2014,Pune,3,29,Male,No,1,0
Bachelors,2017,New Delhi,2,27,Male,No,5,0
Bachelors,2013,,3,27,Female,No,5,443
Bachelors,2017,Pune,3,30,Male,No,5,0
Bachelors,2013,Pune,3,27,Male,No,5,0
Bachelors,2012,New Delhi,3,30,Female,incorrect_value,3,0
Bachelors,2013,Pune,2,326,Male,No,1,1
PHD,2015,New Delhi,3,27,Female,No,5,0
Bachelors,2014,Pune,3,26,Male,No,4,0
Bachelors,2015,Pune,762,27,,Yes,5,1
Masters,2017,New Delhi,2,-486,Male,No,-78,0
Bachelors,158,New Delhi,3,28,Female,No,3,0
Masters,535,Pune,3,29,Male,No,4,1
Bachelors,2014,New Delhi,3,28,Female,No,3,0
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1
Bachelors,2012,Bangalore,3,29,Male,No,1,0
Bachelors,2017,Pune,2,26,Male,No,4,0
Bachelors,2014,Bangalore,3,30,Male,No,903,-506
Bachelors,2014,New Delhi,3,29,Male,No,4,0
Bachelors,2015,incorrect_value,2,26,Female,No,4,1
Bachelors,2014,Bangalore,3,94,Female,No,5,0
,2013,,2,26,Male,No,4,1
Bachelors,2013,New Delhi,3,29,Female,No,2,0
Bachelors,2016,Bangalore,2,30,Female,No,4,-168
Bachelors,41,New Delhi,3,29,Female,No,0,0
Bachelors,2018,Bangalore,3,28,Male,No,3,1
Bachelors,2014,Bangalore,3,424,Male,No,4,0
Masters,2017,New Delhi,2,709,Female,No,2,0
Bachelors,2018,Bangalore,3,-938,Male,Yes,2,1
Bachelors,2017,incorrect_value,2,28,Female,incorrect_value,1,0
Bachelors,2013,Bangalore,2,27,Female,No,5,1
Bachelors,2015,Bangalore,3,30,Male,incorrect_value,4,0
Bachelors,2012,Bangalore,3,26,Male,No,-720,0
,2016,Bangalore,3,26,Male,No,4,0
Masters,-832,Bangalore,584,30,Male,No,3,0
Masters,2017,New Delhi,2,29,Male,No,4,0
Bachelors,2014,Bangalore,3,28,Male,No,3,0
Masters,2017,New Delhi,3,27,Male,No,5,1
Bachelors,-323,Bangalore,3,27,Male,No,5,0
Bachelors,2017,New Delhi,3,27,Male,No,5,0
Bachelors,2016,Pune,3,30,Male,No,0,0
Bachelors,2015,Bangalore,3,29,Female,No,0,974
Bachelors,2015,Pune,-741,27,Female,Yes,5,1
Bachelors,-516,Bangalore,3,26,Female,No,4,0
Bachelors,2015,New Delhi,3,29,Male,No,1,232
Bachelors,2017,Bangalore,3,30,Male,No,4,0
PHD,2017,New Delhi,427,27,Male,No,5,0
PHD,845,Bangalore,3,27,Male,No,5,0
Bachelors,2018,Bangalore,3,28,Male,Yes,-909,1
Bachelors,2013,Bangalore,3,29,Male,No,1,0
Masters,2017,Pune,2,29,Female,Yes,2,1
Bachelors,2015,,3,671,Male,No,5,0
Bachelors,2012,Bangalore,3,27,Female,,5,-429
Masters,2018,,3,26,Male,No,-590,1
Bachelors,2012,,1,609,Female,No,5,1
Masters,2017,Pune,2,27,Male,Yes,5,1
Bachelors,2015,incorrect_value,1,28,Female,No,0,1
incorrect_value,2014,Bangalore,3,29,Male,No,444,711
Bachelors,2017,New Delhi,3,29,Female,,3,0
PHD,2015,Pune,2,26,Female,No,4,0
Bachelors,2017,Bangalore,3,30,Female,No,5,0
Bachelors,2016,Pune,3,26,incorrect_value,No,4,810
Masters,2013,Pune,3,26,Male,,4,1
Bachelors,2012,incorrect_value,2,29,Female,No,2,1
Bachelors,2018,Bangalore,3,30,Male,Yes,2,1
Bachelors,2016,Bangalore,3,27,,incorrect_value,-503,0
incorrect_value,2015,Bangalore,3,26,Male,,4,0
Bachelors,2018,Bangalore,2,28,Female,incorrect_value,3,228
Bachelors,2012,Bangalore,3,28,Male,No,0,1
Bachelors,2014,Bangalore,3,27,Male,No,-114,0
incorrect_value,2012,Bangalore,3,28,Female,Yes,-546,0
Masters,2014,New Delhi,3,28,Male,No,2,0
Bachelors,-601,Bangalore,402,-837,Female,No,4,0
Bachelors,2015,Pune,3,27,Male,No,5,0
Bachelors,2016,Bangalore,3,28,Male,Yes,2,0
Bachelors,-602,incorrect_value,-380,29,Male,Yes,3,1
Bachelors,2014,New Delhi,3,29,Male,incorrect_value,4,0
Bachelors,2015,Bangalore,3,29,Male,No,1,0
Masters,2018,Bangalore,3,27,Male,Yes,5,1
Bachelors,2014,Bangalore,3,28,Male,No,5,416
Masters,2017,Pune,2,27,,No,5,0
Bachelors,2017,Pune,2,27,Male,No,5,0
Bachelors,-972,,3,28,Male,No,4,0
Bachelors,2017,New Delhi,2,26,Male,No,4,0
Bachelors,918,Pune,3,29,incorrect_value,No,0,1
Bachelors,2012,Bangalore,3,26,Female,No,135,0
Bachelors,2017,New Delhi,2,26,Female,No,4,0
Bachelors,2017,Pune,2,26,,No,-797,1
Bachelors,2014,incorrect_value,3,30,Male,No,1,0
Bachelors,2018,Bangalore,3,29,Male,No,2,1
Masters,2013,Bangalore,3,30,Male,No,2,1
Bachelors,2016,Bangalore,3,27,Female,No,813,0
Bachelors,2016,New Delhi,3,530,Female,No,4,0
Bachelors,2017,Bangalore,400,30,Male,No,1,0
Bachelors,2015,New Delhi,3,30,Female,Yes,1,0
Bachelors,2013,Pune,3,30,Male,No,0,0
Bachelors,2015,Pune,3,-580,Male,No,-556,0
,2017,Pune,3,30,Female,No,1,1
PHD,2018,New Delhi,3,-820,Male,No,2,1
Bachelors,2018,Bangalore,3,29,Male,Yes,1,1
Bachelors,2013,Bangalore,3,30,Male,Yes,-650,0
Bachelors,2017,Bangalore,630,27,Male,No,5,1
Bachelors,2016,New Delhi,3,29,Female,Yes,2,0
Bachelors,2013,Pune,3,28,Male,,5,0
Bachelors,2014,New Delhi,3,26,Male,incorrect_value,4,0
Bachelors,861,Pune,2,30,Female,No,1,1
Masters,2013,New Delhi,2,26,Male,No,4,1
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Masters,2012,incorrect_value,3,27,Male,Yes,5,1
Bachelors,2017,Bangalore,3,27,Female,No,5,-162
Bachelors,2013,Bangalore,3,30,Male,No,1,-729
Bachelors,-79,New Delhi,3,27,Male,No,5,0
Masters,2013,Bangalore,3,30,Male,No,1,1
,2016,Bangalore,3,107,Male,No,2,1
Bachelors,2016,Bangalore,3,28,Male,No,3,0
Masters,2017,New Delhi,3,29,Female,No,2,0
Bachelors,293,New Delhi,3,26,incorrect_value,No,4,0
Masters,2018,New Delhi,3,30,Male,No,2,1
Masters,2014,Pune,-253,27,Female,No,5,1
Bachelors,2017,Pune,3,29,Male,No,0,0
Masters,2016,New Delhi,3,-90,Male,,2,0
incorrect_value,2017,New Delhi,3,984,Male,No,-285,1
Bachelors,2013,Pune,2,30,Female,No,1,1
Masters,2014,New Delhi,3,28,Female,No,3,0
Bachelors,2013,Pune,3,26,Male,No,4,0
Bachelors,2017,Bangalore,1,30,Male,No,2,0
,2016,Bangalore,3,28,Male,Yes,3,81
incorrect_value,2013,Pune,1,30,Female,Yes,838,1
Bachelors,2013,Bangalore,3,30,Female,No,5,0
Bachelors,-118,,3,27,Male,No,5,0
Bachelors,2015,,3,27,,incorrect_value,5,0
Masters,2012,New Delhi,3,26,Female,No,4,0
incorrect_value,2013,Pune,2,26,Male,Yes,4,0
Bachelors,2018,Bangalore,3,27,Male,No,5,1
PHD,2018,New Delhi,2,30,Female,No,4,1
Bachelors,2017,Bangalore,3,29,Male,incorrect_value,3,0
Bachelors,2013,Bangalore,3,28,incorrect_value,No,1,273
Bachelors,2012,,3,28,Male,,-913,0
Masters,2017,New Delhi,1,30,Male,No,2,146
Bachelors,2017,New Delhi,2,26,Female,No,4,0
Masters,2013,Bangalore,1,29,Female,No,2,1
Bachelors,2012,Pune,3,29,incorrect_value,No,5,0
Bachelors,2014,incorrect_value,3,27,Male,No,5,0
Bachelors,2015,Bangalore,3,29,Male,No,4,-240
Bachelors,2014,Bangalore,-97,-853,Male,No,3,1
Bachelors,2018,Bangalore,3,28,Male,No,0,1
Bachelors,2012,Bangalore,3,27,incorrect_value,No,5,1
Bachelors,2017,New Delhi,2,26,Male,No,4,0
Bachelors,992,Pune,2,29,Female,incorrect_value,1,1
Bachelors,2017,Bangalore,3,29,Male,No,4,0
Bachelors,2015,Pune,2,28,Female,No,3,1
Bachelors,2017,Bangalore,3,-884,Male,No,5,0
Bachelors,2017,Bangalore,3,-944,Male,No,0,0
Bachelors,2017,Bangalore,3,30,incorrect_value,No,34,0
incorrect_value,2017,New Delhi,2,26,Female,No,4,0
Masters,2017,New Delhi,619,30,,No,2,0
,2015,Pune,2,-537,Female,No,4,1
Bachelors,2014,Pune,3,29,Female,No,1,1
Bachelors,2012,Bangalore,3,28,Male,No,2,0
,-437,Bangalore,3,28,Female,No,4,0
,2017,Bangalore,3,29,Female,No,5,0
